IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
35.204.12.240,443,443,true,FRA,Europe,Frankfurt,173,10.41
35.234.68.60,443,443,true,FRA,Europe,Frankfurt,191,10.40
34.141.236.235,443,443,true,FRA,Europe,Frankfurt,183,10.39
34.118.55.40,443,443,true,FRA,Europe,Frankfurt,189,10.39
34.91.91.210,443,443,true,FRA,Europe,Frankfurt,180,10.39
34.65.19.230,443,443,true,FRA,Europe,Frankfurt,176,10.39
34.65.167.176,443,443,true,FRA,Europe,Frankfurt,172,10.38
34.90.66.225,443,443,true,FRA,Europe,Frankfurt,178,10.37
34.65.133.188,443,443,true,FRA,Europe,Frankfurt,176,10.37
34.91.91.210,443,443,true,FRA,Europe,Frankfurt,198,10.37
34.34.51.194,443,443,true,FRA,Europe,Frankfurt,174,10.37
34.141.51.251,443,443,true,FRA,Europe,Frankfurt,173,10.36
34.159.30.150,443,443,true,FRA,Europe,Frankfurt,177,10.36
34.154.143.132,443,443,true,FRA,Europe,Frankfurt,177,10.34
34.90.185.80,443,443,true,FRA,Europe,Frankfurt,161,10.33
34.154.57.166,443,443,true,FRA,Europe,Frankfurt,178,10.33
34.32.232.90,443,443,true,FRA,Europe,Frankfurt,179,10.33
34.118.112.163,443,443,true,FRA,Europe,Frankfurt,178,10.33
34.154.173.38,443,443,true,FRA,Europe,Frankfurt,168,10.33
34.91.141.104,443,443,true,FRA,Europe,Frankfurt,182,10.32
35.242.239.61,443,443,true,FRA,Europe,Frankfurt,182,10.31
34.88.63.160,443,443,true,FRA,Europe,Frankfurt,191,10.28
34.65.198.87,443,443,true,EWR,North America,Newark,174,10.28
34.91.67.64,443,443,true,FRA,Europe,Frankfurt,180,10.27
34.65.59.26,443,443,true,FRA,Europe,Frankfurt,171,10.25
34.90.88.12,443,443,true,FRA,Europe,Frankfurt,161,10.23
34.91.83.51,443,443,true,FRA,Europe,Frankfurt,172,10.22
34.34.24.107,443,443,true,FRA,Europe,Frankfurt,175,10.21
34.118.42.177,443,443,true,FRA,Europe,Frankfurt,187,10.21
34.65.78.7,443,443,true,FRA,Europe,Frankfurt,174,10.20
34.65.154.40,443,443,true,FRA,Europe,Frankfurt,174,10.19
34.118.67.168,443,443,true,FRA,Europe,Frankfurt,188,10.19
34.91.250.0,443,443,true,FRA,Europe,Frankfurt,233,10.18
35.204.214.60,443,443,true,FRA,Europe,Frankfurt,176,10.17
34.141.10.79,443,443,true,FRA,Europe,Frankfurt,166,10.16
35.197.23.75,443,443,true,SEA,North America,Seattle,157,10.15
34.154.3.87,443,443,true,FRA,Europe,Frankfurt,179,10.15
34.65.181.153,443,443,true,FRA,Europe,Frankfurt,163,10.14
34.65.174.156,443,443,true,FRA,Europe,Frankfurt,173,10.14
34.116.171.235,443,443,true,FRA,Europe,Frankfurt,173,10.13
34.91.83.51,443,443,true,FRA,Europe,Frankfurt,184,10.11
34.116.132.141,443,443,true,FRA,Europe,Frankfurt,180,10.11
34.116.248.189,443,443,true,FRA,Europe,Frankfurt,200,10.10
34.65.5.18,443,443,true,FRA,Europe,Frankfurt,173,10.07
34.91.146.141,443,443,true,FRA,Europe,Frankfurt,190,10.07
34.91.231.89,443,443,true,FRA,Europe,Frankfurt,175,10.07
34.154.107.139,443,443,true,FRA,Europe,Frankfurt,187,10.06
35.204.203.40,443,443,true,FRA,Europe,Frankfurt,176,10.05
34.65.190.252,443,443,true,AMS,Europe,Amsterdam,175,10.05
34.154.176.30,443,443,true,FRA,Europe,Frankfurt,178,10.04
34.32.255.76,443,443,true,FRA,Europe,Frankfurt,187,10.04
34.32.255.76,443,443,true,FRA,Europe,Frankfurt,178,10.04
34.118.91.146,443,443,true,FRA,Europe,Frankfurt,194,10.03
34.65.244.35,443,443,true,FRA,Europe,Frankfurt,178,10.03
34.116.181.51,443,443,true,FRA,Europe,Frankfurt,186,10.03
34.65.118.112,443,443,true,FRA,Europe,Frankfurt,179,10.02
34.32.178.41,443,443,true,FRA,Europe,Frankfurt,164,10.01
34.65.253.40,443,443,true,FRA,Europe,Frankfurt,172,9.99
35.204.20.220,443,443,true,FRA,Europe,Frankfurt,174,9.98
34.32.220.33,443,443,true,FRA,Europe,Frankfurt,185,9.98
34.65.19.230,443,443,true,FRA,Europe,Frankfurt,174,9.97
34.116.158.147,443,443,true,FRA,Europe,Frankfurt,185,9.97
34.91.110.151,443,443,true,FRA,Europe,Frankfurt,196,9.97
34.91.81.192,443,443,true,FRA,Europe,Frankfurt,186,9.96
34.65.163.152,443,443,true,FRA,Europe,Frankfurt,175,9.96
34.107.0.78,443,443,true,FRA,Europe,Frankfurt,240,9.96
34.32.212.53,443,443,true,FRA,Europe,Frankfurt,182,9.94
34.154.167.40,443,443,true,FRA,Europe,Frankfurt,176,9.94
34.65.150.119,443,443,true,FRA,Europe,Frankfurt,173,9.94
35.204.133.67,443,443,true,FRA,Europe,Frankfurt,175,9.94
34.118.76.103,443,443,true,FRA,Europe,Frankfurt,188,9.94
34.118.91.9,443,443,true,FRA,Europe,Frankfurt,187,9.93
35.204.88.54,443,443,true,FRA,Europe,Frankfurt,180,9.89
34.116.238.166,443,443,true,FRA,Europe,Frankfurt,186,9.89
34.65.222.230,443,443,true,FRA,Europe,Frankfurt,176,9.89
34.90.66.225,443,443,true,FRA,Europe,Frankfurt,176,9.88
34.116.142.89,443,443,true,FRA,Europe,Frankfurt,188,9.87
34.118.27.151,443,443,true,FRA,Europe,Frankfurt,193,9.87
34.107.85.111,443,443,true,FRA,Europe,Frankfurt,171,9.86
35.204.2.239,443,443,true,FRA,Europe,Frankfurt,179,9.86
34.65.12.109,443,443,true,FRA,Europe,Frankfurt,174,9.86
34.141.239.181,443,443,true,FRA,Europe,Frankfurt,171,9.86
34.65.233.74,443,443,true,FRA,Europe,Frankfurt,174,9.86
34.65.127.158,443,443,true,FRA,Europe,Frankfurt,180,9.85
34.159.232.109,443,443,true,FRA,Europe,Frankfurt,179,9.85
35.204.221.42,443,443,true,FRA,Europe,Frankfurt,208,9.84
34.116.159.30,443,443,true,FRA,Europe,Frankfurt,190,9.83
34.90.97.178,443,443,true,FRA,Europe,Frankfurt,166,9.81
34.65.193.203,443,443,true,FRA,Europe,Frankfurt,175,9.81
34.91.32.48,443,443,true,AMS,Europe,Amsterdam,175,9.80
34.32.164.220,443,443,true,FRA,Europe,Frankfurt,180,9.80
34.116.142.89,443,443,true,FRA,Europe,Frankfurt,188,9.80
35.204.120.102,443,443,true,FRA,Europe,Frankfurt,173,9.79
34.90.66.225,443,443,true,FRA,Europe,Frankfurt,184,9.78
34.118.80.189,443,443,true,FRA,Europe,Frankfurt,199,9.78
34.90.239.45,443,443,true,FRA,Europe,Frankfurt,175,9.78
34.91.231.89,443,443,true,FRA,Europe,Frankfurt,176,9.77
34.91.190.69,443,443,true,EWR,North America,Newark,177,9.76
34.65.193.203,443,443,true,FRA,Europe,Frankfurt,170,9.75
34.154.61.102,443,443,true,FRA,Europe,Frankfurt,193,9.75
34.65.137.126,443,443,true,FRA,Europe,Frankfurt,173,9.73
34.116.244.60,443,443,true,FRA,Europe,Frankfurt,188,9.73
34.116.238.191,443,443,true,FRA,Europe,Frankfurt,184,9.72
34.65.206.32,443,443,true,FRA,Europe,Frankfurt,162,9.72
34.118.55.40,443,443,true,FRA,Europe,Frankfurt,185,9.72
34.154.154.29,443,443,true,FRA,Europe,Frankfurt,184,9.70
35.204.115.8,443,443,true,FRA,Europe,Frankfurt,175,9.70
34.88.63.160,443,443,true,FRA,Europe,Frankfurt,187,9.69
34.65.236.226,443,443,true,FRA,Europe,Frankfurt,162,9.68
35.204.89.251,443,443,true,FRA,Europe,Frankfurt,175,9.68
34.116.238.191,443,443,true,FRA,Europe,Frankfurt,187,9.67
35.204.248.160,443,443,true,FRA,Europe,Frankfurt,177,9.66
34.118.99.192,443,443,true,FRA,Europe,Frankfurt,194,9.64
34.65.142.228,443,443,true,FRA,Europe,Frankfurt,182,9.64
34.116.203.209,443,443,true,FRA,Europe,Frankfurt,190,9.64
34.118.95.108,443,443,true,FRA,Europe,Frankfurt,190,9.64
34.107.119.215,443,443,true,FRA,Europe,Frankfurt,203,9.63
35.204.199.102,443,443,true,FRA,Europe,Frankfurt,178,9.63
34.65.123.126,443,443,true,FRA,Europe,Frankfurt,175,9.62
34.154.129.230,443,443,true,FRA,Europe,Frankfurt,193,9.61
34.141.44.244,443,443,true,FRA,Europe,Frankfurt,177,9.61
34.116.244.155,443,443,true,FRA,Europe,Frankfurt,192,9.60
34.65.241.224,443,443,true,FRA,Europe,Frankfurt,172,9.60
34.159.248.174,443,443,true,FRA,Europe,Frankfurt,179,9.60
34.65.88.186,443,443,true,FRA,Europe,Frankfurt,166,9.58
35.222.162.216,8080,80,false,ORD,North America,Chicago,204,9.57
34.90.122.86,443,443,true,FRA,Europe,Frankfurt,175,9.57
34.107.85.111,443,443,true,FRA,Europe,Frankfurt,249,9.57
34.91.231.245,443,443,true,FRA,Europe,Frankfurt,168,9.54
34.91.32.48,443,443,true,FRA,Europe,Frankfurt,173,9.53
34.91.190.69,443,443,true,EWR,North America,Newark,182,9.53
34.116.225.214,443,443,true,FRA,Europe,Frankfurt,186,9.52
34.65.133.188,443,443,true,FRA,Europe,Frankfurt,180,9.52
34.118.11.220,443,0,true,FRA,Europe,Frankfurt,188,9.52
34.65.69.117,443,443,true,FRA,Europe,Frankfurt,173,9.51
34.65.127.158,443,443,true,FRA,Europe,Frankfurt,172,9.51
34.65.122.213,443,443,true,FRA,Europe,Frankfurt,178,9.50
34.65.219.21,443,443,true,FRA,Europe,Frankfurt,172,9.49
34.91.69.135,443,443,true,FRA,Europe,Frankfurt,195,9.49
34.91.250.0,443,443,true,FRA,Europe,Frankfurt,187,9.49
34.89.211.255,443,443,true,FRA,Europe,Frankfurt,174,9.46
34.118.75.84,443,443,true,FRA,Europe,Frankfurt,190,9.44
34.154.59.132,443,443,true,FRA,Europe,Frankfurt,178,9.43
34.65.79.169,443,443,true,FRA,Europe,Frankfurt,175,9.43
34.154.247.201,443,443,true,FRA,Europe,Frankfurt,186,9.42
34.107.0.78,443,443,true,FRA,Europe,Frankfurt,183,9.40
34.116.174.214,443,443,true,FRA,Europe,Frankfurt,187,9.37
34.65.75.131,443,443,true,FRA,Europe,Frankfurt,171,9.37
34.91.250.0,443,443,true,FRA,Europe,Frankfurt,175,9.36
34.65.198.73,443,443,true,FRA,Europe,Frankfurt,171,9.36
34.154.73.91,443,443,true,FRA,Europe,Frankfurt,185,9.36
34.154.184.38,443,443,true,FRA,Europe,Frankfurt,179,9.35
34.91.130.108,443,443,true,FRA,Europe,Frankfurt,182,9.35
34.65.167.176,443,443,true,FRA,Europe,Frankfurt,178,9.34
35.204.195.174,443,443,true,FRA,Europe,Frankfurt,176,9.33
34.154.255.245,443,443,true,FRA,Europe,Frankfurt,182,9.32
34.91.141.104,443,443,true,FRA,Europe,Frankfurt,179,9.32
34.116.247.197,443,443,true,FRA,Europe,Frankfurt,187,9.32
34.116.234.141,443,443,true,FRA,Europe,Frankfurt,189,9.31
35.232.39.116,80,80,false,DFW,North America,Dallas,205,9.31
34.154.217.60,443,443,true,FRA,Europe,Frankfurt,187,9.31
34.118.75.245,443,443,true,FRA,Europe,Frankfurt,190,9.30
34.118.50.32,443,443,true,FRA,Europe,Frankfurt,193,9.26
34.65.71.15,443,443,true,FRA,Europe,Frankfurt,196,9.24
34.118.91.9,443,443,true,FRA,Europe,Frankfurt,215,9.22
34.65.217.236,443,443,true,FRA,Europe,Frankfurt,174,9.21
34.90.239.45,443,443,true,FRA,Europe,Frankfurt,175,9.21
34.116.176.165,443,443,true,FRA,Europe,Frankfurt,188,9.21
34.141.129.14,443,443,true,EWR,North America,Newark,179,9.21
34.34.0.254,443,443,true,FRA,Europe,Frankfurt,164,9.20
34.107.0.78,443,443,true,FRA,Europe,Frankfurt,232,9.20
34.154.209.117,443,443,true,FRA,Europe,Frankfurt,177,9.20
34.116.205.19,443,443,true,FRA,Europe,Frankfurt,200,9.19
34.154.60.184,443,443,true,FRA,Europe,Frankfurt,178,9.19
34.118.8.94,443,443,true,FRA,Europe,Frankfurt,179,9.19
34.91.110.151,443,443,true,FRA,Europe,Frankfurt,191,9.18
35.204.7.235,443,443,true,FRA,Europe,Frankfurt,175,9.17
34.141.201.253,443,443,true,FRA,Europe,Frankfurt,166,9.17
34.65.34.181,443,443,true,FRA,Europe,Frankfurt,176,9.16
34.116.251.225,443,443,true,FRA,Europe,Frankfurt,188,9.15
34.118.57.86,443,0,true,FRA,Europe,Frankfurt,184,9.14
34.65.220.206,443,443,true,FRA,Europe,Frankfurt,176,9.13
34.65.168.45,443,443,true,FRA,Europe,Frankfurt,175,9.12
34.66.72.229,443,443,true,ORD,North America,Chicago,204,9.11
34.122.12.237,443,443,true,ORD,North America,Chicago,205,9.07
34.118.123.62,443,443,true,FRA,Europe,Frankfurt,186,9.05
35.198.74.92,443,443,true,FRA,Europe,Frankfurt,181,9.05
34.65.171.227,443,0,true,FRA,Europe,Frankfurt,177,9.04
34.41.252.92,443,443,true,ORD,North America,Chicago,205,9.04
34.65.34.181,443,443,true,FRA,Europe,Frankfurt,175,9.03
34.122.12.237,443,443,true,ORD,North America,Chicago,225,9.03
34.72.146.82,443,443,true,ORD,North America,Chicago,205,9.02
34.123.83.237,443,443,true,ORD,North America,Chicago,206,9.02
34.70.91.86,443,443,true,ORD,North America,Chicago,206,9.02
35.226.211.129,443,443,true,ORD,North America,Chicago,225,9.01
34.69.150.180,443,443,true,ORD,North America,Chicago,206,9.01
34.66.72.229,443,443,true,ORD,North America,Chicago,205,9.00
34.65.62.76,443,443,true,FRA,Europe,Frankfurt,178,8.99
34.69.150.180,443,443,true,ORD,North America,Chicago,206,8.99
35.204.54.11,443,443,true,FRA,Europe,Frankfurt,176,8.99
34.29.228.169,443,443,true,ORD,North America,Chicago,206,8.99
34.66.72.229,443,443,true,ORD,North America,Chicago,210,8.98
34.65.206.32,443,443,true,FRA,Europe,Frankfurt,165,8.97
35.204.33.96,443,443,true,FRA,Europe,Frankfurt,177,8.97
34.91.188.157,443,443,true,FRA,Europe,Frankfurt,176,8.95
34.118.126.123,443,443,true,FRA,Europe,Frankfurt,203,8.95
34.118.75.59,443,443,true,FRA,Europe,Frankfurt,187,8.93
34.150.180.124,443,443,true,IAD,North America,Ashburn,213,8.92
35.189.113.240,443,443,true,LHR,Europe,London,169,8.90
35.232.160.115,443,443,true,ORD,North America,Chicago,206,8.89
34.150.196.226,443,443,true,IAD,North America,Ashburn,241,8.89
34.122.12.237,443,443,true,ORD,North America,Chicago,289,8.88
34.150.133.11,443,443,true,IAD,North America,Ashburn,211,8.87
34.150.133.11,443,443,true,IAD,North America,Ashburn,212,8.87
34.90.122.86,443,443,true,FRA,Europe,Frankfurt,195,8.85
34.118.2.183,443,443,true,FRA,Europe,Frankfurt,210,8.84
34.32.166.130,443,443,true,FRA,Europe,Frankfurt,164,8.83
34.65.5.18,443,443,true,FRA,Europe,Frankfurt,204,8.82
35.196.227.34,80,0,false,ATL,North America,Atlanta,218,8.80
34.154.87.32,443,443,true,FRA,Europe,Frankfurt,177,8.80
34.118.121.202,443,443,true,FRA,Europe,Frankfurt,187,8.80
34.159.114.222,443,443,true,FRA,Europe,Frankfurt,172,8.77
34.70.91.86,443,443,true,ORD,North America,Chicago,205,8.77
34.150.180.124,443,443,true,IAD,North America,Ashburn,212,8.76
34.118.14.212,443,443,true,FRA,Europe,Frankfurt,189,8.74
35.202.158.120,443,443,true,ORD,North America,Chicago,207,8.72
34.145.145.76,443,443,true,IAD,North America,Ashburn,224,8.72
34.91.188.243,443,443,true,FRA,Europe,Frankfurt,176,8.72
34.150.196.226,443,443,true,IAD,North America,Ashburn,214,8.71
34.118.4.227,443,443,true,FRA,Europe,Frankfurt,188,8.71
34.65.181.153,443,443,true,FRA,Europe,Frankfurt,178,8.68
34.32.166.130,443,443,true,FRA,Europe,Frankfurt,163,8.66
34.65.26.169,443,443,true,FRA,Europe,Frankfurt,187,8.65
34.65.190.252,443,443,true,EWR,North America,Newark,172,8.65
34.65.216.199,443,443,true,FRA,Europe,Frankfurt,199,8.64
34.118.95.108,443,443,true,FRA,Europe,Frankfurt,191,8.61
34.118.32.216,443,443,true,FRA,Europe,Frankfurt,187,8.61
34.116.244.240,443,443,true,FRA,Europe,Frankfurt,189,8.60
34.65.227.233,443,443,true,FRA,Europe,Frankfurt,165,8.59
35.188.87.85,80,8080,false,ORD,North America,Chicago,205,8.58
34.116.156.196,443,443,true,FRA,Europe,Frankfurt,195,8.55
34.154.134.203,443,443,true,FRA,Europe,Frankfurt,171,8.52
34.145.145.76,443,443,true,IAD,North America,Ashburn,274,8.51
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,8.51
34.90.198.79,443,443,true,FRA,Europe,Frankfurt,177,8.51
35.199.37.84,443,443,true,IAD,North America,Ashburn,212,8.50
34.118.41.188,443,443,true,FRA,Europe,Frankfurt,191,8.50
34.118.69.245,443,443,true,FRA,Europe,Frankfurt,191,8.48
34.90.119.75,443,443,true,FRA,Europe,Frankfurt,177,8.44
104.197.3.69,443,443,true,ORD,North America,Chicago,207,8.43
34.118.32.216,443,443,true,FRA,Europe,Frankfurt,186,8.41
34.65.13.54,443,443,true,FRA,Europe,Frankfurt,162,8.38
34.118.71.179,443,443,true,FRA,Europe,Frankfurt,190,8.38
34.65.198.87,443,443,true,EWR,North America,Newark,174,8.33
34.65.60.71,443,443,true,FRA,Europe,Frankfurt,179,8.20
34.65.154.40,443,443,true,FRA,Europe,Frankfurt,163,8.20
34.65.88.186,443,443,true,FRA,Europe,Frankfurt,188,8.16
34.90.119.75,443,443,true,FRA,Europe,Frankfurt,202,8.16
35.221.17.191,443,443,true,IAD,North America,Ashburn,231,8.13
35.185.75.107,443,443,true,ATL,North America,Atlanta,217,8.10
34.154.104.145,443,443,true,FRA,Europe,Frankfurt,199,8.08
34.118.73.23,443,443,true,FRA,Europe,Frankfurt,175,8.07
34.154.23.15,443,443,true,FRA,Europe,Frankfurt,189,8.07
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,8.02
35.196.72.166,443,443,true,ATL,North America,Atlanta,221,8.00
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,166,7.95
34.65.150.119,443,443,true,FRA,Europe,Frankfurt,172,7.95
34.90.119.75,443,443,true,FRA,Europe,Frankfurt,172,7.88
34.154.41.80,443,443,true,FRA,Europe,Frankfurt,186,7.85
34.91.67.64,443,443,true,FRA,Europe,Frankfurt,184,7.83
34.107.85.111,443,443,true,FRA,Europe,Frankfurt,221,7.82
34.65.60.71,443,443,true,FRA,Europe,Frankfurt,206,7.81
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,7.81
34.118.56.203,443,443,true,FRA,Europe,Frankfurt,188,7.78
34.65.198.87,443,443,true,AMS,Europe,Amsterdam,174,7.77
34.148.187.247,443,443,true,ATL,North America,Atlanta,218,7.74
34.154.94.30,443,443,true,FRA,Europe,Frankfurt,162,7.71
34.118.6.46,443,443,true,FRA,Europe,Frankfurt,175,7.68
34.91.91.210,443,443,true,FRA,Europe,Frankfurt,175,7.63
34.91.130.108,443,443,true,FRA,Europe,Frankfurt,185,7.59
34.118.11.220,443,443,true,FRA,Europe,Frankfurt,184,7.58
34.90.239.45,443,443,true,FRA,Europe,Frankfurt,196,7.58
34.163.197.70,80,80,false,CDG,Europe,Paris,168,7.56
34.91.83.22,443,443,true,FRA,Europe,Frankfurt,179,7.54
34.65.216.199,443,443,true,FRA,Europe,Frankfurt,196,7.52
34.90.125.195,443,443,true,FRA,Europe,Frankfurt,249,7.51
34.91.141.104,443,443,true,FRA,Europe,Frankfurt,177,7.51
34.118.40.155,443,443,true,FRA,Europe,Frankfurt,178,7.50
34.154.200.108,443,443,true,FRA,Europe,Frankfurt,197,7.49
34.65.246.204,443,443,true,FRA,Europe,Frankfurt,191,7.45
34.65.19.230,443,443,true,FRA,Europe,Frankfurt,178,7.45
34.118.78.27,443,443,true,FRA,Europe,Frankfurt,176,7.37
34.91.9.40,443,443,true,FRA,Europe,Frankfurt,184,7.32
34.65.168.45,443,443,true,FRA,Europe,Frankfurt,176,7.32
34.65.223.180,443,443,true,FRA,Europe,Frankfurt,177,7.29
34.65.13.54,443,443,true,FRA,Europe,Frankfurt,165,7.26
34.65.26.169,443,443,true,FRA,Europe,Frankfurt,176,7.25
34.65.114.157,443,443,true,FRA,Europe,Frankfurt,175,7.23
34.154.234.37,443,443,true,FRA,Europe,Frankfurt,181,7.18
34.65.244.68,443,443,true,FRA,Europe,Frankfurt,169,7.13
34.154.47.47,443,443,true,FRA,Europe,Frankfurt,174,7.12
34.65.174.156,443,443,true,FRA,Europe,Frankfurt,177,7.11
34.65.25.217,443,443,true,FRA,Europe,Frankfurt,177,7.10
34.65.241.250,443,443,true,FRA,Europe,Frankfurt,172,7.10
34.65.97.237,443,443,true,FRA,Europe,Frankfurt,207,7.09
34.65.94.94,443,443,true,FRA,Europe,Frankfurt,177,7.07
34.65.193.225,443,443,true,FRA,Europe,Frankfurt,174,7.02
34.118.91.168,443,443,true,FRA,Europe,Frankfurt,187,7.02
34.154.195.183,443,443,true,FRA,Europe,Frankfurt,187,7.00
34.91.231.245,443,443,true,FRA,Europe,Frankfurt,185,6.99
34.154.205.68,443,443,true,FRA,Europe,Frankfurt,178,6.99
34.116.240.198,443,443,true,FRA,Europe,Frankfurt,187,6.96
34.154.219.97,443,443,true,FRA,Europe,Frankfurt,187,6.96
34.154.56.232,443,443,true,FRA,Europe,Frankfurt,164,6.95
34.65.12.109,443,443,true,FRA,Europe,Frankfurt,179,6.95
34.154.7.209,443,443,true,FRA,Europe,Frankfurt,206,6.94
34.65.206.32,443,443,true,FRA,Europe,Frankfurt,187,6.89
34.65.193.225,443,443,true,FRA,Europe,Frankfurt,173,6.89
34.116.217.223,443,443,true,FRA,Europe,Frankfurt,202,6.89
34.65.38.18,443,443,true,FRA,Europe,Frankfurt,163,6.89
34.91.188.157,443,443,true,FRA,Europe,Frankfurt,179,6.87
34.154.51.149,443,443,true,FRA,Europe,Frankfurt,173,6.87
34.65.248.147,443,443,true,FRA,Europe,Frankfurt,177,6.85
34.65.79.169,443,443,true,FRA,Europe,Frankfurt,196,6.83
34.118.105.216,443,443,true,FRA,Europe,Frankfurt,200,6.81
34.154.25.110,443,443,true,FRA,Europe,Frankfurt,176,6.80
34.65.163.152,443,443,true,FRA,Europe,Frankfurt,178,6.80
34.91.216.198,443,443,true,FRA,Europe,Frankfurt,173,6.80
34.65.168.5,443,443,true,FRA,Europe,Frankfurt,172,6.78
34.154.17.196,443,443,true,FRA,Europe,Frankfurt,164,6.77
34.65.123.126,443,443,true,FRA,Europe,Frankfurt,176,6.77
34.65.199.119,443,443,true,FRA,Europe,Frankfurt,180,6.77
34.65.78.7,443,443,true,FRA,Europe,Frankfurt,185,6.76
34.154.185.5,443,443,true,FRA,Europe,Frankfurt,187,6.75
34.65.71.15,443,443,true,FRA,Europe,Frankfurt,181,6.75
34.91.81.192,443,443,true,FRA,Europe,Frankfurt,177,6.74
34.65.104.227,443,443,true,FRA,Europe,Frankfurt,162,6.72
34.154.102.69,443,443,true,FRA,Europe,Frankfurt,179,6.68
34.65.94.94,443,443,true,FRA,Europe,Frankfurt,173,6.65
34.90.198.79,443,443,true,FRA,Europe,Frankfurt,175,6.65
34.65.171.227,443,443,true,FRA,Europe,Frankfurt,176,6.65
34.154.40.97,443,443,true,FRA,Europe,Frankfurt,178,6.64
34.65.97.68,443,443,true,FRA,Europe,Frankfurt,178,6.63
34.65.62.76,443,443,true,FRA,Europe,Frankfurt,173,6.62
34.65.133.57,443,443,true,FRA,Europe,Frankfurt,181,6.62
34.65.212.101,443,443,true,FRA,Europe,Frankfurt,172,6.60
34.118.113.252,443,443,true,FRA,Europe,Frankfurt,184,6.60
34.65.78.7,443,443,true,FRA,Europe,Frankfurt,174,6.57
34.118.105.216,443,443,true,FRA,Europe,Frankfurt,174,6.54
34.154.146.81,443,443,true,FRA,Europe,Frankfurt,173,6.54
34.65.104.227,443,443,true,FRA,Europe,Frankfurt,178,6.53
34.154.214.193,443,443,true,FRA,Europe,Frankfurt,176,6.53
34.92.165.193,443,443,true,HKG,Asia Pacific,Hong Kong,37,6.51
34.118.78.27,443,443,true,FRA,Europe,Frankfurt,176,6.50
34.65.198.73,443,443,true,FRA,Europe,Frankfurt,176,6.47
34.154.253.26,443,443,true,FRA,Europe,Frankfurt,183,6.47
