IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.16.79,443,443,true,FRA,Europe,Frankfurt,187,6.45
34.65.137.126,443,443,true,FRA,Europe,Frankfurt,171,6.44
34.154.245.26,443,443,true,FRA,Europe,Frankfurt,176,6.43
34.90.88.12,443,443,true,FRA,Europe,Frankfurt,170,6.39
34.65.41.25,443,443,true,FRA,Europe,Frankfurt,164,6.39
34.154.13.196,443,443,true,FRA,Europe,Frankfurt,178,6.37
34.118.7.118,443,443,true,FRA,Europe,Frankfurt,189,6.36
34.116.166.235,443,443,true,FRA,Europe,Frankfurt,188,6.35
34.65.223.160,443,443,true,FRA,Europe,Frankfurt,189,6.35
34.154.240.204,443,443,true,FRA,Europe,Frankfurt,181,6.33
34.118.114.231,443,443,true,FRA,Europe,Frankfurt,190,6.30
34.118.69.245,443,443,true,FRA,Europe,Frankfurt,186,6.30
34.118.80.189,443,443,true,FRA,Europe,Frankfurt,187,6.26
34.116.208.78,443,443,true,FRA,Europe,Frankfurt,187,6.24
34.154.40.78,443,443,true,FRA,Europe,Frankfurt,180,6.24
34.118.75.84,443,443,true,FRA,Europe,Frankfurt,190,6.23
34.118.44.17,443,443,true,FRA,Europe,Frankfurt,178,6.22
34.65.163.152,443,443,true,FRA,Europe,Frankfurt,174,6.21
34.65.169.15,443,443,true,FRA,Europe,Frankfurt,189,6.21
34.154.187.190,443,443,true,FRA,Europe,Frankfurt,179,6.21
34.118.63.12,443,443,true,FRA,Europe,Frankfurt,208,6.20
34.65.115.78,443,443,true,FRA,Europe,Frankfurt,182,6.19
34.154.135.247,443,443,true,FRA,Europe,Frankfurt,185,6.18
34.116.255.222,443,443,true,FRA,Europe,Frankfurt,188,6.17
34.65.108.37,443,443,true,FRA,Europe,Frankfurt,176,6.15
34.91.146.141,443,443,true,FRA,Europe,Frankfurt,185,6.13
34.154.19.251,443,443,true,FRA,Europe,Frankfurt,166,6.12
34.118.76.103,443,443,true,FRA,Europe,Frankfurt,190,6.12
34.118.89.180,443,443,true,FRA,Europe,Frankfurt,204,6.12
34.65.69.117,443,443,true,FRA,Europe,Frankfurt,183,6.12
34.116.149.184,443,443,true,FRA,Europe,Frankfurt,187,6.10
34.154.60.225,443,443,true,FRA,Europe,Frankfurt,182,6.04
34.118.121.202,443,443,true,FRA,Europe,Frankfurt,187,6.04
34.118.91.146,443,443,true,FRA,Europe,Frankfurt,190,6.02
34.154.169.134,443,443,true,FRA,Europe,Frankfurt,187,6.01
34.65.53.217,443,443,true,FRA,Europe,Frankfurt,180,5.99
34.118.36.86,443,443,true,FRA,Europe,Frankfurt,174,5.96
34.118.126.123,443,443,true,FRA,Europe,Frankfurt,188,5.93
34.118.73.23,443,443,true,FRA,Europe,Frankfurt,202,5.92
34.154.222.222,443,443,true,FRA,Europe,Frankfurt,176,5.92
34.118.91.61,443,443,true,FRA,Europe,Frankfurt,188,5.91
34.105.108.99,443,443,true,SEA,North America,Seattle,175,5.89
34.65.253.40,443,443,true,FRA,Europe,Frankfurt,183,5.88
34.154.36.170,443,443,true,FRA,Europe,Frankfurt,176,5.86
34.65.25.217,443,443,true,FRA,Europe,Frankfurt,174,5.84
34.65.122.213,443,443,true,FRA,Europe,Frankfurt,175,5.82
34.118.75.245,443,443,true,FRA,Europe,Frankfurt,194,5.80
34.65.97.237,443,443,true,FRA,Europe,Frankfurt,163,5.80
35.237.127.69,80,0,false,ATL,North America,Atlanta,219,5.79
34.116.219.69,443,443,true,FRA,Europe,Frankfurt,190,5.78
34.154.198.9,443,443,true,FRA,Europe,Frankfurt,175,5.77
34.154.243.46,443,443,true,FRA,Europe,Frankfurt,201,5.76
34.154.228.44,443,443,true,FRA,Europe,Frankfurt,187,5.75
34.116.156.226,443,443,true,FRA,Europe,Frankfurt,181,5.74
34.118.99.192,443,443,true,FRA,Europe,Frankfurt,187,5.73
34.116.202.7,443,443,true,FRA,Europe,Frankfurt,190,5.65
34.65.198.87,443,443,true,AMS,Europe,Amsterdam,200,5.65
34.65.171.227,443,443,true,FRA,Europe,Frankfurt,181,5.65
34.154.16.22,443,443,true,FRA,Europe,Frankfurt,186,5.60
34.91.231.245,443,443,true,FRA,Europe,Frankfurt,195,5.59
34.118.68.149,443,443,true,FRA,Europe,Frankfurt,190,5.54
34.154.196.153,443,443,true,FRA,Europe,Frankfurt,178,5.54
34.116.158.147,443,443,true,FRA,Europe,Frankfurt,206,5.52
34.65.206.32,443,443,true,FRA,Europe,Frankfurt,187,5.49
34.154.77.58,443,443,true,FRA,Europe,Frankfurt,183,5.48
34.90.185.80,443,443,true,FRA,Europe,Frankfurt,162,5.44
34.142.51.100,443,443,true,LHR,Europe,London,182,5.42
34.118.123.62,443,443,true,FRA,Europe,Frankfurt,192,5.40
34.116.180.73,443,443,true,FRA,Europe,Frankfurt,183,5.38
34.105.233.161,443,443,true,LHR,Europe,London,207,5.38
34.105.233.161,443,443,true,LHR,Europe,London,194,5.37
34.118.124.90,443,443,true,AMS,Europe,Amsterdam,197,5.34
34.154.126.198,443,443,true,FRA,Europe,Frankfurt,195,5.32
34.118.77.217,443,443,true,FRA,Europe,Frankfurt,187,5.31
34.154.135.173,443,443,true,FRA,Europe,Frankfurt,178,5.28
34.116.216.206,443,443,true,FRA,Europe,Frankfurt,190,5.27
34.116.146.248,443,443,true,FRA,Europe,Frankfurt,186,5.09
34.116.181.51,443,443,true,FRA,Europe,Frankfurt,186,5.05
34.118.57.86,443,443,true,FRA,Europe,Frankfurt,197,4.99
34.118.91.61,443,443,true,FRA,Europe,Frankfurt,185,4.96
34.118.43.13,443,443,true,FRA,Europe,Frankfurt,192,4.88
34.116.190.191,443,443,true,FRA,Europe,Frankfurt,176,4.79
34.118.63.12,443,443,true,FRA,Europe,Frankfurt,203,4.71
34.116.255.149,443,443,true,FRA,Europe,Frankfurt,186,4.67
34.118.65.137,443,443,true,FRA,Europe,Frankfurt,187,4.52
34.118.42.177,443,443,true,FRA,Europe,Frankfurt,186,4.47
34.72.146.82,443,443,true,ORD,North America,Chicago,205,4.45
34.90.250.142,443,443,true,FRA,Europe,Frankfurt,180,4.37
34.107.122.127,443,443,true,FRA,Europe,Frankfurt,154,4.32
34.118.70.10,443,443,true,FRA,Europe,Frankfurt,194,4.26
34.107.36.146,443,443,true,FRA,Europe,Frankfurt,154,4.21
34.107.118.25,443,443,true,FRA,Europe,Frankfurt,204,4.11
34.92.165.193,443,443,true,HKG,Asia Pacific,Hong Kong,88,4.00
34.116.186.105,443,443,true,FRA,Europe,Frankfurt,187,4.00
34.154.154.120,443,443,true,FRA,Europe,Frankfurt,175,3.79
34.118.71.179,443,443,true,FRA,Europe,Frankfurt,195,3.67
34.123.83.237,443,443,true,ORD,North America,Chicago,205,3.63
34.116.141.102,443,443,true,FRA,Europe,Frankfurt,184,3.56
34.154.223.40,443,443,true,FRA,Europe,Frankfurt,164,3.52
34.118.75.59,443,443,true,FRA,Europe,Frankfurt,197,3.50
34.118.112.163,443,443,true,FRA,Europe,Frankfurt,192,3.43
34.116.202.128,443,443,true,FRA,Europe,Frankfurt,191,3.38
34.116.153.230,443,443,true,FRA,Europe,Frankfurt,193,3.33
34.116.184.196,443,443,true,FRA,Europe,Frankfurt,207,3.26
34.65.168.5,443,443,true,FRA,Europe,Frankfurt,175,3.24
34.116.186.249,443,443,true,FRA,Europe,Frankfurt,252,3.20
34.118.67.168,443,443,true,FRA,Europe,Frankfurt,190,3.14
34.118.77.217,443,443,true,FRA,Europe,Frankfurt,225,3.14
34.116.176.165,443,443,true,FRA,Europe,Frankfurt,187,3.13
34.116.153.78,443,443,true,FRA,Europe,Frankfurt,186,3.00
34.116.157.223,443,443,true,FRA,Europe,Frankfurt,188,2.96
34.116.151.54,443,443,true,FRA,Europe,Frankfurt,202,2.94
34.118.113.252,443,443,true,FRA,Europe,Frankfurt,195,2.86
34.92.165.193,443,443,true,HKG,Asia Pacific,Hong Kong,141,2.85
34.116.152.33,443,443,true,EWR,North America,Newark,197,2.81
34.118.65.137,443,443,true,FRA,Europe,Frankfurt,190,2.77
34.118.68.149,443,443,true,FRA,Europe,Frankfurt,190,2.77
34.116.198.247,443,443,true,FRA,Europe,Frankfurt,191,2.76
34.116.203.117,443,443,true,FRA,Europe,Frankfurt,174,2.75
34.118.114.231,443,443,true,FRA,Europe,Frankfurt,189,2.67
34.116.131.199,443,443,true,FRA,Europe,Frankfurt,183,2.66
34.175.133.251,2087,80,false,MAD,Europe,Madrid,181,2.63
34.175.7.231,2053,80,false,MAD,Europe,Madrid,186,2.60
34.175.133.251,2096,80,false,MAD,Europe,Madrid,182,2.56
34.175.95.58,2053,80,false,MAD,Europe,Madrid,185,2.54
34.175.133.251,2053,80,false,MAD,Europe,Madrid,186,2.53
34.175.95.58,2083,80,false,MAD,Europe,Madrid,183,2.53
34.175.133.251,2083,80,false,MAD,Europe,Madrid,188,2.51
34.175.133.251,2095,80,false,MAD,Europe,Madrid,179,2.49
34.175.133.251,2052,80,false,MAD,Europe,Madrid,180,2.47
34.175.95.58,2087,80,false,MAD,Europe,Madrid,183,2.47
34.175.133.251,2082,80,false,MAD,Europe,Madrid,184,2.47
34.175.95.58,2096,80,false,MAD,Europe,Madrid,181,2.46
34.175.95.58,2086,80,false,MAD,Europe,Madrid,183,2.45
35.187.41.171,2083,80,false,CDG,Europe,Paris,163,2.45
34.175.95.58,2082,80,false,MAD,Europe,Madrid,182,2.44
34.175.95.58,2052,80,false,MAD,Europe,Madrid,185,2.44
34.175.99.73,2096,80,false,MAD,Europe,Madrid,184,2.43
34.175.95.58,2095,80,false,MAD,Europe,Madrid,183,2.43
34.175.133.251,2086,80,false,MAD,Europe,Madrid,181,2.42
34.118.91.168,443,443,true,FRA,Europe,Frankfurt,208,2.40
35.187.41.171,2087,80,false,CDG,Europe,Paris,163,2.38
34.140.239.154,2086,80,false,CDG,Europe,Paris,162,2.37
34.140.239.154,2087,80,false,CDG,Europe,Paris,165,2.37
34.175.7.231,2087,80,false,MAD,Europe,Madrid,184,2.36
34.140.239.154,2082,80,false,CDG,Europe,Paris,160,2.36
34.140.239.154,2096,80,false,CDG,Europe,Paris,164,2.36
34.175.99.73,2082,80,false,MAD,Europe,Madrid,178,2.36
34.175.99.73,2086,80,false,MAD,Europe,Madrid,181,2.36
34.175.161.245,2087,80,false,MAD,Europe,Madrid,181,2.35
34.140.239.154,2095,80,false,CDG,Europe,Paris,162,2.35
34.175.7.231,2052,80,false,MAD,Europe,Madrid,178,2.34
34.140.239.154,2053,80,false,CDG,Europe,Paris,166,2.34
34.175.161.245,2083,80,false,MAD,Europe,Madrid,185,2.34
34.175.161.245,2082,80,false,MAD,Europe,Madrid,183,2.33
34.175.161.245,2053,80,false,MAD,Europe,Madrid,179,2.32
34.140.239.154,2052,80,false,CDG,Europe,Paris,160,2.31
34.118.124.90,443,443,true,CDG,Europe,Paris,191,2.28
34.140.239.154,2083,80,false,CDG,Europe,Paris,161,2.27
34.175.161.245,2096,80,false,MAD,Europe,Madrid,187,2.26
34.175.161.245,2095,80,false,MAD,Europe,Madrid,180,2.21
34.175.244.157,2083,80,false,MAD,Europe,Madrid,182,2.20
34.175.168.99,2082,80,false,MAD,Europe,Madrid,183,2.20
34.175.168.99,2087,80,false,MAD,Europe,Madrid,178,2.18
34.175.168.99,2096,80,false,MAD,Europe,Madrid,180,2.18
34.175.161.245,2052,80,false,MAD,Europe,Madrid,180,2.18
34.175.168.99,2052,80,false,MAD,Europe,Madrid,179,2.16
34.175.244.157,2087,80,false,MAD,Europe,Madrid,177,2.16
34.175.244.157,2082,80,false,MAD,Europe,Madrid,183,2.16
34.175.99.73,2052,80,false,MAD,Europe,Madrid,183,2.16
34.175.244.157,2086,80,false,MAD,Europe,Madrid,185,2.15
34.175.7.231,2082,80,false,MAD,Europe,Madrid,181,2.13
34.175.244.157,2095,80,false,MAD,Europe,Madrid,184,2.13
34.175.99.73,2095,80,false,MAD,Europe,Madrid,185,2.12
34.175.161.245,2086,80,false,MAD,Europe,Madrid,182,2.10
34.175.168.99,2083,80,false,MAD,Europe,Madrid,182,2.10
34.175.244.157,2096,80,false,MAD,Europe,Madrid,185,2.07
34.175.244.157,2053,80,false,MAD,Europe,Madrid,182,2.03
34.175.244.157,2052,80,false,MAD,Europe,Madrid,185,1.98
34.175.143.15,2095,80,false,MAD,Europe,Madrid,188,1.96
34.116.231.238,443,443,true,FRA,Europe,Frankfurt,177,1.50
34.118.6.46,443,443,true,FRA,Europe,Frankfurt,206,1.31
34.118.89.180,443,443,true,FRA,Europe,Frankfurt,185,1.03
34.118.124.151,443,443,true,FRA,Europe,Frankfurt,253,1.02
34.116.190.16,443,443,true,FRA,Europe,Frankfurt,194,0.86
34.116.171.235,443,443,true,FRA,Europe,Frankfurt,174,0.72
34.120.198.225,80,0,false,SIN,Asia Pacific,Singapore,14,0.35
34.120.198.225,80,0,false,SIN,Asia Pacific,Singapore,10,0.34
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,48,0.24
34.146.45.46,80,0,false,NRT,Asia Pacific,Tokyo,75,0.15
35.227.174.52,443,0,false,SEA,North America,Seattle,157,0.12
35.227.174.52,80,0,false,SEA,North America,Seattle,157,0.11
34.144.230.100,80,0,false,SJC,North America,San Jose,23,0.06
34.134.91.160,80,0,false,ORD,North America,Chicago,206,0.06
104.197.168.124,80,0,false,ORD,North America,Chicago,216,0.05
34.27.194.227,2053,443,true,ORD,North America,Chicago,206,0.05
34.27.194.227,8443,443,true,ORD,North America,Chicago,206,0.05
34.92.171.182,80,0,false,HKG,Asia Pacific,Hong Kong,38,0.04
34.92.171.182,80,0,false,HKG,Asia Pacific,Hong Kong,39,0.04
104.155.53.64,80,0,false,CDG,Europe,Paris,160,0.04
34.49.132.250,80,80,false,SIN,Asia Pacific,Singapore,41,0.04
34.149.68.111,80,0,false,SIN,Asia Pacific,Singapore,29,0.04
104.197.168.124,443,0,true,ORD,North America,Chicago,218,0.04
34.27.194.227,2053,443,true,ORD,North America,Chicago,215,0.04
34.116.202.226,80,0,false,VIE,Europe,Vienna,243,0.04
34.27.194.227,8443,443,true,ORD,North America,Chicago,206,0.04
34.90.18.172,443,0,true,FRA,Europe,Frankfurt,178,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,47,0.04
34.141.221.144,443,0,true,FRA,Europe,Frankfurt,189,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,38,0.04
34.67.161.168,80,0,false,ORD,North America,Chicago,207,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.90.18.172,443,0,true,FRA,Europe,Frankfurt,177,0.03
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.03
34.69.253.52,80,0,false,ORD,North America,Chicago,206,0.03
35.204.110.138,443,0,true,FRA,Europe,Frankfurt,177,0.03
34.67.161.168,80,0,false,ORD,North America,Chicago,207,0.03
34.69.253.52,80,0,false,ORD,North America,Chicago,207,0.03
34.118.108.160,443,0,true,FRA,Europe,Frankfurt,191,0.03
34.118.108.160,443,0,true,FRA,Europe,Frankfurt,189,0.03
34.92.171.182,80,0,false,HKG,Asia Pacific,Hong Kong,36,0.03
35.241.70.8,80,0,false,HKG,Asia Pacific,Hong Kong,65,0.03
34.72.237.59,80,0,false,ORD,North America,Chicago,206,0.03
34.72.237.59,80,0,false,ORD,North America,Chicago,205,0.03
35.227.246.247,80,0,false,SIN,Asia Pacific,Singapore,1,0.03
34.121.17.180,80,0,false,ORD,North America,Chicago,207,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,211,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,222,0.02
34.111.68.8,80,0,false,SIN,Asia Pacific,Singapore,16,0.02
34.135.54.87,80,0,false,ORD,North America,Chicago,207,0.02
35.230.234.174,80,0,false,SIN,Asia Pacific,Singapore,3,0.02
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,2,0.02
35.230.237.32,80,0,false,TPE,Asia Pacific,Taipei,1,0.02
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,10,0.02
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,40,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,68,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,37,0.01
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,7,0.01
35.184.199.202,80,0,false,ORD,North America,Chicago,206,0.01
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,45,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,46,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,48,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.36.155.53,80,0,false,SIN,Asia Pacific,Singapore,38,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,56,0.00
34.80.211.93,80,0,false,NRT,Asia Pacific,Tokyo,44,0.00
34.36.241.241,80,0,false,SIN,Asia Pacific,Singapore,37,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
35.241.9.203,80,0,false,ORD,North America,Chicago,5,0.00
34.80.211.93,80,0,false,NRT,Asia Pacific,Tokyo,45,0.00
34.80.211.93,80,0,false,NRT,Asia Pacific,Tokyo,48,0.00
34.80.211.93,80,0,false,NRT,Asia Pacific,Tokyo,55,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,49,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,30,0.00
35.230.48.122,8080,0,false,SEA,North America,Seattle,157,0.00
35.234.95.78,80,0,false,TXL,Europe,Berlin,156,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,206,0.00
34.72.109.102,80,0,false,ORD,North America,Chicago,205,0.00
34.72.109.102,80,0,false,ORD,North America,Chicago,205,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,204,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,207,0.00
34.132.254.201,80,0,false,ORD,North America,Chicago,205,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,206,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,206,0.00
34.135.13.56,80,0,false,ORD,North America,Chicago,205,0.00
34.133.113.15,80,0,false,ORD,North America,Chicago,207,0.00
34.41.17.116,80,0,false,ORD,North America,Chicago,209,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.66.154.238,80,0,false,ORD,North America,Chicago,206,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,206,0.00
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,1,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,205,0.00
34.36.101.99,80,0,false,SIN,Asia Pacific,Singapore,26,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,163,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,161,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,162,0.00
34.100.190.34,80,0,false,BOM,Asia Pacific,Mumbai,338,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,26,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,8,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,3,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,157,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,27,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,171,0.00
34.159.120.110,80,0,false,FRA,Europe,Frankfurt,229,0.00
34.170.71.34,80,0,false,ORD,North America,Chicago,205,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,163,0.00
34.70.31.233,80,0,false,ORD,North America,Chicago,205,0.00
34.70.31.233,80,0,false,ORD,North America,Chicago,205,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,22,0.00
35.220.132.211,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.142.184.16,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.111.204.123,80,0,false,SIN,Asia Pacific,Singapore,21,0.00
34.136.161.38,80,0,false,DFW,North America,Dallas,208,0.00
34.110.205.106,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.227.211.1,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.186.153.145,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.230.236.158,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
34.149.110.146,80,0,false,SIN,Asia Pacific,Singapore,15,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,16,0.00
34.110.195.160,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,21,0.00
34.111.151.28,80,0,false,SIN,Asia Pacific,Singapore,21,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,23,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,28,0.00
35.229.172.56,80,0,false,TPE,Asia Pacific,Taipei,42,0.00
35.200.154.186,443,443,true,BOM,Asia Pacific,Mumbai,62,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,69,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,80,0.00
35.233.250.18,80,0,false,SEA,North America,Seattle,156,0.00
34.168.222.209,443,80,false,SEA,North America,Seattle,156,0.00
34.89.234.44,443,443,true,FRA,Europe,Frankfurt,157,0.00
34.168.222.209,80,80,false,SEA,North America,Seattle,158,0.00
35.233.172.5,80,0,false,SEA,North America,Seattle,161,0.00
34.65.239.218,443,0,true,FRA,Europe,Frankfurt,163,0.00
34.65.239.218,443,0,true,FRA,Europe,Frankfurt,164,0.00
34.65.214.126,443,0,true,FRA,Europe,Frankfurt,165,0.00
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,166,0.00
34.89.215.49,443,443,true,FRA,Europe,Frankfurt,167,0.00
34.159.146.122,443,443,true,FRA,Europe,Frankfurt,168,0.00
34.89.241.45,443,443,true,FRA,Europe,Frankfurt,169,0.00
35.198.161.26,443,443,true,FRA,Europe,Frankfurt,170,0.00
34.116.252.45,443,0,true,FRA,Europe,Frankfurt,174,0.00
34.116.208.78,443,443,true,FRA,Europe,Frankfurt,174,0.00
34.90.12.66,443,443,true,FRA,Europe,Frankfurt,177,0.00
34.116.132.141,443,443,true,FRA,Europe,Frankfurt,177,0.00
34.65.235.63,443,0,true,FRA,Europe,Frankfurt,178,0.00
34.116.186.105,443,0,true,FRA,Europe,Frankfurt,178,0.00
34.116.248.189,443,443,true,FRA,Europe,Frankfurt,186,0.00
34.116.203.117,443,443,true,FRA,Europe,Frankfurt,187,0.00
34.118.41.105,443,0,true,FRA,Europe,Frankfurt,187,0.00
34.116.202.7,443,443,true,FRA,Europe,Frankfurt,187,0.00
34.116.153.78,443,443,true,FRA,Europe,Frankfurt,189,0.00
34.116.244.60,443,443,true,FRA,Europe,Frankfurt,190,0.00
34.41.17.116,80,0,false,ORD,North America,Chicago,206,0.00
34.72.23.190,8080,0,false,ORD,North America,Chicago,206,0.00
34.67.161.168,80,0,false,ORD,North America,Chicago,207,0.00
35.245.143.207,443,0,true,IAD,North America,Ashburn,211,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,219,0.00
35.240.116.140,80,0,false,CDG,Europe,Paris,227,0.00
34.116.202.226,80,0,false,VIE,Europe,Vienna,242,0.00
34.141.84.126,80,0,false,FRA,Europe,Frankfurt,317,0.00
